order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender
ORD5616,CUST1616,26,PROD816,Germany,12/27/2022,9/18/2024,1,active,6/15/2023,174.23,1,11,Sports,Face Wash,Beauty,Male
ORD6657,CUST2657,69,PROD1857,India,8/20/2020,8/20/2025,5,active,6/17/2022,79.3,9,34,Electronics,Hoodie,Clothing,Other
ORD19684,CUST7684,37,PROD532,Germany,11/23/2019,3/27/2025,1,active,9/3/2020,257.33,3,32,Electronics,Coffee Maker,Home,Male
ORD21284,CUST9284,23,PROD514,India,10/8/2022,6/16/2024,4,cancelled,3/29/2024,85.53,4,17,Beauty,Sneakers,Clothing,Female
ORD21223,CUST9223,34,PROD507,UK,8/22/2019,8/23/2024,4,cancelled,3/21/2022,36.08,3,5,Electronics,Speaker,Electronics,Male
ORD19130,CUST7130,30,PROD500,Canada,5/30/2021,7/24/2025,1,active,8/2/2022,490.4,4,30,Beauty,Smartphone,Electronics,Male
ORD21538,CUST9538,27,PROD546,USA,7/22/2020,1/15/2025,2,cancelled,1/8/2023,97.22,3,13,Sports,Lip Balm,Beauty,Female
ORD5049,CUST1049,58,PROD249,Germany,6/17/2022,1/4/2025,4,active,11/26/2024,165.27,9,30,Sports,Bluetooth Speaker,Electronics,Male
ORD21952,CUST9952,20,PROD514,UK,8/22/2021,9/26/2024,2,paused,3/26/2022,113.37,3,22,Sports,Sneakers,Clothing,Male
ORD21494,CUST9494,18,PROD512,India,7/2/2023,6/6/2024,3,cancelled,2/29/2024,104.55,1,13,Home,Dress,Clothing,Male
ORD20889,CUST8889,56,PROD520,Canada,4/11/2022,8/3/2023,5,cancelled,2/23/2023,50.88,1,1,Electronics,Football,Sports,Female
ORD19070,CUST7070,28,PROD517,Pakistan,5/22/2023,7/25/2025,1,active,5/28/2023,385.86,9,50,Beauty,Coat,Clothing,Female
ORD19345,CUST7345,41,PROD544,India,6/27/2020,4/29/2025,0,active,6/20/2024,523.29,6,41,Home,Moisturizer,Beauty,Female
ORD6646,CUST2646,33,PROD1846,UK,1/28/2021,5/7/2025,5,active,7/22/2021,255.81,6,35,Electronics,Yoga Mat,Sports,Female
ORD6702,CUST2702,50,PROD1902,Pakistan,12/30/2022,7/8/2024,4,active,9/5/2024,62.9,4,13,Clothing,Foundation,Beauty,Female
ORD19600,CUST7600,18,PROD534,Pakistan,2/18/2019,6/14/2025,0,active,4/7/2022,106.02,4,26,Electronics,Air Purifier,Home,Male
ORD20588,CUST8588,55,PROD504,USA,6/5/2019,2/23/2024,3,cancelled,11/22/2023,65.62,1,12,Electronics,Camera,Electronics,Female
ORD5697,CUST1697,47,PROD897,UK,9/4/2020,8/11/2021,4,active,3/27/2025,219.58,9,14,Electronics,Basketball,Sports,Female
ORD20445,CUST8445,51,PROD510,India,12/26/2019,5/25/2025,2,active,12/28/2019,42.62,2,27,Clothing,T-Shirt,Clothing,Female
ORD6658,CUST2658,42,PROD1858,UK,2/5/2021,3/19/2025,0,active,10/1/2024,428.49,3,38,Beauty,Bluetooth Speaker,Electronics,Male
ORD21920,CUST9920,65,PROD524,USA,1/13/2020,12/13/2024,1,paused,1/12/2021,124.41,2,28,Electronics,Cycling Helmet,Sports,Male
ORD5047,CUST1047,38,PROD247,Canada,7/13/2021,7/9/2022,1,active,7/23/2021,223.05,7,23,Home,Lamp,Home,Male
ORD20553,CUST8553,53,PROD525,Pakistan,11/28/2019,4/19/2023,4,cancelled,3/7/2021,40.31,1,10,Home,Running Shoes,Sports,Female
ORD5904,CUST1904,44,PROD1104,USA,12/27/2022,2/11/2025,2,active,11/18/2024,772.71,2,4,Beauty,Smartphone,Electronics,Female
ORD20247,CUST8247,68,PROD527,Germany,11/3/2024,3/29/2025,1,active,12/17/2024,114.59,4,19,Electronics,Swim Goggles,Sports,Other
ORD19749,CUST7749,36,PROD545,Germany,7/1/2020,5/3/2025,1,active,3/8/2021,99.01,6,40,Sports,Shampoo,Beauty,Male
ORD6595,CUST2595,42,PROD1795,Germany,1/18/2022,10/17/2024,4,active,2/19/2022,222.75,5,35,Sports,Sneakers,Clothing,Male
ORD20947,CUST8947,27,PROD525,Germany,6/7/2022,3/4/2023,5,cancelled,9/13/2022,20.77,2,3,Sports,Running Shoes,Sports,Female
ORD21981,CUST9981,27,PROD527,Germany,9/10/2022,10/17/2024,2,paused,7/4/2024,203.86,4,16,Clothing,Swim Goggles,Sports,Male
ORD19331,CUST7331,30,PROD525,Canada,8/29/2019,4/22/2025,1,active,7/5/2022,330.39,4,39,Clothing,Running Shoes,Sports,Other
ORD20421,CUST8421,45,PROD533,Germany,10/1/2020,3/8/2025,2,active,5/27/2024,100.55,4,19,Electronics,Blender,Home,Male
ORD21236,CUST9236,20,PROD542,Canada,8/22/2022,1/11/2025,2,cancelled,7/19/2024,45.52,4,7,Clothing,Nail Polish,Beauty,Male
ORD21647,CUST9647,56,PROD520,Germany,8/17/2020,12/4/2024,3,paused,1/28/2023,62.07,1,19,Sports,Football,Sports,Female
ORD6080,CUST2080,50,PROD1280,Canada,5/27/2021,2/5/2022,2,cancelled,12/30/2024,204.08,9,20,Beauty,Nail Polish,Beauty,Female
ORD6260,CUST2260,50,PROD1460,Germany,2/28/2022,9/11/2023,5,active,1/2/2024,193.65,6,4,Beauty,Dumbbells,Sports,Male
ORD20945,CUST8945,37,PROD510,India,9/9/2019,9/18/2023,5,cancelled,2/7/2022,34.27,1,10,Sports,T-Shirt,Clothing,Male
ORD19127,CUST7127,18,PROD527,Germany,5/18/2019,4/25/2025,1,active,12/9/2021,410.19,8,52,Beauty,Swim Goggles,Sports,Male
ORD6853,CUST2853,21,PROD2053,Germany,10/16/2021,7/30/2025,1,cancelled,7/21/2022,743.56,2,28,Electronics,Blender,Home,Female
ORD19941,CUST7941,26,PROD531,Germany,4/13/2019,4/13/2025,1,active,5/17/2019,161.3,6,29,Beauty,Vacuum Cleaner,Home,Male
ORD20231,CUST8231,28,PROD520,Canada,1/11/2025,7/30/2025,1,active,4/11/2025,83.12,4,9,Home,Football,Sports,Female
ORD6341,CUST2341,49,PROD1541,Pakistan,3/11/2023,4/11/2023,2,paused,3/17/2025,50.77,8,38,Home,Running Shoes,Sports,Female
ORD21953,CUST9953,30,PROD520,Canada,3/12/2022,2/2/2025,2,paused,4/20/2024,148.91,2,26,Sports,Football,Sports,Other
ORD5822,CUST1822,67,PROD1022,USA,12/17/2022,9/11/2023,0,active,10/10/2024,64.02,9,49,Beauty,Shampoo,Beauty,Male
ORD6623,CUST2623,24,PROD1823,India,8/6/2022,7/18/2024,4,active,8/14/2025,418.77,4,32,Home,Skirt,Clothing,Female
ORD21989,CUST9989,43,PROD533,Pakistan,4/18/2020,1/2/2025,2,paused,11/19/2023,217.3,4,18,Home,Blender,Home,Female
ORD19091,CUST7091,31,PROD500,India,5/27/2023,5/13/2025,1,active,12/23/2023,269.9,5,43,Beauty,Smartphone,Electronics,Female
ORD5041,CUST1041,55,PROD241,Pakistan,7/19/2022,3/28/2025,5,active,12/2/2024,65.07,7,5,Sports,Dumbbells,Sports,Female
ORD5028,CUST1028,66,PROD228,India,6/2/2021,4/3/2025,1,active,1/17/2022,149.65,8,45,Electronics,Sofa,Home,Male
ORD21971,CUST9971,35,PROD511,Pakistan,8/17/2023,9/16/2024,1,paused,8/16/2024,236.34,4,23,Sports,Jeans,Clothing,Male
ORD6136,CUST2136,21,PROD1336,Germany,10/11/2022,6/18/2024,3,active,5/28/2024,45.59,8,45,Beauty,Lipstick,Beauty,Female
ORD5192,CUST1192,54,PROD392,Pakistan,10/3/2021,2/14/2024,2,active,1/2/2025,187.02,8,29,Clothing,Lipstick,Beauty,Other
ORD21327,CUST9327,28,PROD512,Germany,5/10/2019,1/18/2025,4,cancelled,4/1/2023,32.91,2,13,Clothing,Dress,Clothing,Female
ORD19369,CUST7369,24,PROD514,UK,1/26/2022,6/17/2025,0,active,1/1/2024,543.34,7,46,Clothing,Sneakers,Clothing,Male
ORD5283,CUST1283,29,PROD483,Canada,7/9/2021,10/23/2021,4,active,2/8/2024,281.71,5,28,Sports,Camera,Electronics,Male
ORD5635,CUST1635,57,PROD835,India,6/16/2021,7/27/2025,0,active,9/6/2021,232.51,4,40,Home,Sofa,Home,Female
ORD21187,CUST9187,23,PROD536,UK,5/4/2019,11/6/2024,4,cancelled,3/21/2024,58.13,2,6,Electronics,Microwave,Home,Male
ORD6075,CUST2075,45,PROD1275,India,6/9/2023,8/12/2023,4,active,10/15/2024,435.92,3,38,Clothing,Dumbbells,Sports,Male
ORD21231,CUST9231,62,PROD544,USA,10/3/2022,12/2/2024,3,cancelled,5/10/2023,89.47,2,7,Home,Moisturizer,Beauty,Male
ORD21936,CUST9936,49,PROD511,Germany,6/29/2019,10/19/2024,2,paused,12/31/2019,205.06,2,16,Electronics,Jeans,Clothing,Female
ORD6460,CUST2460,42,PROD1660,Germany,2/13/2021,6/6/2023,3,paused,10/26/2021,50.66,4,27,Clothing,Shirt,Clothing,Male
ORD19350,CUST7350,42,PROD537,UK,4/11/2023,6/21/2025,0,active,8/7/2023,492.88,4,39,Sports,Iron,Home,Male
ORD19252,CUST7252,51,PROD530,Germany,11/25/2019,5/23/2025,1,active,7/9/2022,304.19,5,53,Sports,Refrigerator,Home,Female
ORD21309,CUST9309,29,PROD531,USA,3/10/2019,1/17/2025,4,cancelled,6/9/2023,89.08,2,15,Sports,Vacuum Cleaner,Home,Female
ORD20613,CUST8613,44,PROD545,USA,2/27/2020,3/11/2023,3,cancelled,7/9/2021,21.2,3,2,Home,Shampoo,Beauty,Female
ORD21576,CUST9576,40,PROD523,Pakistan,5/1/2022,12/13/2024,3,paused,2/29/2024,53.27,3,21,Home,Cricket Bat,Sports,Female
ORD19853,CUST7853,66,PROD530,Pakistan,10/8/2023,5/13/2025,0,active,7/17/2024,219.68,3,22,Sports,Refrigerator,Home,Other
ORD21777,CUST9777,33,PROD502,Germany,4/8/2019,8/7/2024,3,paused,5/31/2020,63.2,1,17,Home,Tablet,Electronics,Female
ORD6293,CUST2293,59,PROD1493,USA,11/22/2020,12/6/2022,2,cancelled,7/7/2021,90.05,9,26,Sports,Microwave,Home,Female
ORD20981,CUST8981,48,PROD545,Canada,1/6/2020,3/6/2024,5,cancelled,5/28/2023,64.41,2,4,Clothing,Shampoo,Beauty,Male
ORD21375,CUST9375,31,PROD526,Pakistan,6/25/2021,10/7/2024,4,cancelled,8/3/2023,84.98,2,17,Beauty,Tennis Racket,Sports,Female
ORD19625,CUST7625,62,PROD543,Canada,12/16/2021,7/9/2025,1,active,9/6/2023,298.97,5,44,Beauty,Conditioner,Beauty,Female
ORD21141,CUST9141,68,PROD544,Canada,9/23/2023,6/26/2024,3,cancelled,10/25/2023,61.54,3,8,Clothing,Moisturizer,Beauty,Female
ORD20342,CUST8342,36,PROD530,Germany,1/23/2025,7/10/2025,0,active,6/24/2025,231.55,3,6,Electronics,Refrigerator,Home,Male
ORD5405,CUST1405,40,PROD605,India,9/5/2020,6/26/2024,0,paused,4/24/2021,539.41,3,33,Clothing,Skirt,Clothing,Male
ORD20136,CUST8136,63,PROD545,Germany,8/27/2024,4/7/2025,1,active,10/13/2024,212.01,2,11,Home,Shampoo,Beauty,Female
ORD21182,CUST9182,18,PROD505,UK,9/12/2022,10/9/2024,4,cancelled,1/21/2024,26.58,3,14,Beauty,Smartwatch,Electronics,Male
ORD21393,CUST9393,43,PROD531,Germany,11/1/2023,9/28/2024,2,cancelled,3/5/2024,42.0,3,14,Electronics,Vacuum Cleaner,Home,Female
ORD19552,CUST7552,23,PROD505,UK,8/8/2023,6/9/2025,2,active,2/27/2024,217.1,2,43,Clothing,Smartwatch,Electronics,Female
ORD19721,CUST7721,63,PROD510,USA,10/26/2020,7/11/2025,2,active,6/28/2023,131.5,5,26,Electronics,T-Shirt,Clothing,Male
ORD6666,CUST2666,66,PROD1866,USA,7/7/2023,2/25/2024,2,active,7/2/2024,20.04,7,8,Clothing,Skirt,Clothing,Female
ORD21776,CUST9776,23,PROD544,Canada,8/9/2019,9/8/2024,1,paused,12/3/2020,178.69,2,12,Sports,Moisturizer,Beauty,Male
ORD19229,CUST7229,28,PROD525,Germany,5/1/2023,5/13/2025,1,active,5/29/2024,216.87,7,40,Beauty,Running Shoes,Sports,Female
ORD6379,CUST2379,22,PROD1579,USA,9/29/2020,8/29/2022,1,paused,9/12/2021,159.4,7,37,Clothing,Cricket Bat,Sports,Female
ORD6065,CUST2065,26,PROD1265,UK,12/1/2020,3/20/2024,5,active,9/25/2022,266.97,3,31,Electronics,Smartphone,Electronics,Male
ORD20160,CUST8160,48,PROD521,USA,1/17/2025,7/29/2025,1,active,6/30/2025,179.39,5,14,Clothing,Dumbbells,Sports,Female
ORD20226,CUST8226,23,PROD513,India,5/9/2025,3/10/2025,0,active,5/9/2025,206.88,5,16,Home,Jacket,Clothing,Female
ORD19992,CUST7992,33,PROD516,Germany,6/1/2019,3/24/2025,2,active,12/4/2022,153.42,6,38,Home,Skirt,Clothing,Male
ORD5145,CUST1145,48,PROD345,Germany,8/7/2021,9/5/2024,2,cancelled,7/6/2023,167,9,23,Clothing,Skirt,Clothing,Male
ORD20703,CUST8703,34,PROD536,Germany,12/20/2022,6/4/2023,4,cancelled,4/9/2023,43.49,2,5,Electronics,Microwave,Home,Male
ORD5382,CUST1382,60,PROD582,Pakistan,1/13/2021,5/15/2025,5,cancelled,12/11/2021,107.92,9,14,Beauty,Lipstick,Beauty,Female
ORD5690,CUST1690,43,PROD890,UK,5/18/2023,11/9/2023,4,paused,3/12/2025,130.19,9,44,Sports,Lipstick,Beauty,Male
ORD20451,CUST8451,53,PROD532,USA,10/15/2022,5/6/2025,1,active,11/13/2024,99.2,4,30,Clothing,Coffee Maker,Home,Male
ORD19476,CUST7476,53,PROD541,Canada,6/11/2020,5/20/2025,0,active,10/8/2022,178.54,3,44,Sports,Face Wash,Beauty,Other
ORD21786,CUST9786,37,PROD503,Pakistan,11/7/2019,7/23/2024,3,paused,6/26/2024,72.63,1,8,Clothing,Headphones,Electronics,Female
ORD21523,CUST9523,23,PROD517,Canada,6/4/2023,11/9/2024,2,cancelled,11/4/2024,55.69,3,10,Beauty,Coat,Clothing,Male
ORD21954,CUST9954,53,PROD541,USA,10/8/2022,9/12/2024,1,paused,5/29/2024,164.08,4,16,Sports,Face Wash,Beauty,Female
ORD6476,CUST2476,42,PROD1676,Canada,11/11/2020,5/7/2024,2,active,7/26/2025,916.46,2,8,Clothing,Laptop,Electronics,Male
ORD19434,CUST7434,45,PROD543,Pakistan,8/22/2023,6/18/2025,0,active,4/27/2025,265.06,7,48,Home,Conditioner,Beauty,Male
ORD20196,CUST8196,22,PROD521,Canada,7/9/2025,6/24/2025,0,active,7/9/2025,77.98,4,8,Home,Dumbbells,Sports,Female
ORD5363,CUST1363,29,PROD563,UK,10/19/2021,10/21/2023,4,cancelled,1/22/2024,662.89,3,9,Sports,Vacuum Cleaner,Home,Female
ORD6099,CUST2099,63,PROD1299,Germany,7/5/2022,4/10/2025,1,paused,6/30/2024,84.26,4,15,Sports,Running Shoes,Sports,Female
ORD5093,CUST1093,24,PROD293,Canada,5/29/2023,6/28/2024,0,paused,10/22/2024,290.29,5,30,Sports,Headphones,Electronics,Male
ORD21021,CUST9021,46,PROD527,India,2/12/2019,11/15/2023,5,cancelled,6/8/2021,78.92,1,12,Beauty,Swim Goggles,Sports,Male
ORD21305,CUST9305,30,PROD500,India,10/24/2023,8/17/2024,4,cancelled,2/20/2024,105.02,1,5,Home,Smartphone,Electronics,Female
ORD6010,CUST2010,40,PROD1210,UK,2/1/2021,8/17/2023,1,active,2/25/2021,95.69,9,2,Sports,Refrigerator,Home,Other
ORD19196,CUST7196,52,PROD524,Canada,11/4/2019,7/16/2025,1,active,5/10/2025,421.08,5,31,Beauty,Cycling Helmet,Sports,Female
ORD5591,CUST1591,56,PROD791,Canada,9/29/2022,12/5/2023,5,cancelled,8/17/2024,275.98,4,21,Beauty,Microwave,Home,Female
ORD19714,CUST7714,50,PROD547,India,2/25/2019,6/5/2025,0,active,8/11/2023,126.48,4,31,Sports,Sunscreen,Beauty,Female
ORD19971,CUST7971,52,PROD534,USA,12/4/2022,4/2/2025,2,active,8/22/2023,292.97,2,22,Clothing,Air Purifier,Home,Male
ORD6831,CUST2831,62,PROD2031,Germany,1/5/2022,6/5/2025,0,cancelled,9/28/2023,26.95,5,33,Clothing,Nail Polish,Beauty,Female
ORD19862,CUST7862,42,PROD502,Canada,8/7/2022,8/8/2025,1,active,8/10/2023,151.2,2,33,Home,Tablet,Electronics,Male
ORD21595,CUST9595,37,PROD545,India,3/3/2019,9/12/2024,1,paused,11/15/2022,158.39,5,15,Sports,Shampoo,Beauty,Female
ORD5674,CUST1674,25,PROD874,USA,2/21/2023,1/31/2025,5,active,6/25/2023,301.07,5,10,Electronics,Sofa,Home,Male
ORD6530,CUST2530,65,PROD1730,India,9/15/2022,10/24/2023,5,active,11/11/2022,122.48,8,39,Sports,Sofa,Home,Other
ORD21977,CUST9977,66,PROD545,UK,6/2/2020,1/2/2025,2,paused,10/23/2021,138.44,4,30,Home,Shampoo,Beauty,Female
ORD5781,CUST1781,25,PROD981,USA,2/11/2022,4/25/2022,1,active,12/3/2022,62.63,9,25,Electronics,Camera,Electronics,Female
ORD5647,CUST1647,52,PROD847,UK,6/24/2021,7/9/2025,3,paused,9/22/2021,211.08,2,16,Home,Running Shoes,Sports,Female
ORD20720,CUST8720,66,PROD501,USA,12/20/2020,6/27/2023,5,cancelled,5/18/2022,73.54,3,5,Beauty,Laptop,Electronics,Female
ORD5680,CUST1680,57,PROD880,Canada,5/23/2023,2/18/2025,2,active,7/13/2024,670.66,2,24,Sports,Tennis Racket,Sports,Male
ORD5849,CUST1849,23,PROD1049,Germany,4/1/2021,11/23/2024,0,active,6/17/2025,216.91,4,41,Beauty,Sneakers,Clothing,Male
ORD6654,CUST2654,55,PROD1854,Germany,1/1/2021,10/7/2021,5,paused,1/1/2023,1831.4,1,4,Sports,Headphones,Electronics,Female
ORD21159,CUST9159,29,PROD532,India,5/4/2020,12/3/2024,2,cancelled,7/29/2020,119.71,3,15,Beauty,Coffee Maker,Home,Male
ORD21635,CUST9635,39,PROD507,UK,1/22/2023,10/22/2024,1,paused,8/6/2024,49.51,4,16,Clothing,Speaker,Electronics,Female
ORD20205,CUST8205,18,PROD507,UK,4/11/2025,4/5/2025,1,active,4/11/2025,105.31,3,16,Clothing,Speaker,Electronics,Female
ORD20165,CUST8165,26,PROD504,USA,8/25/2024,7/4/2025,1,active,11/26/2024,165.04,5,6,Electronics,Camera,Electronics,Male
ORD19459,CUST7459,22,PROD532,Pakistan,10/7/2020,4/7/2025,2,active,2/14/2024,149.45,2,30,Beauty,Coffee Maker,Home,Female
ORD5088,CUST1088,31,PROD288,Germany,10/16/2021,11/8/2022,4,cancelled,12/7/2024,384.7,2,38,Home,Gaming Console,Electronics,Female
ORD5348,CUST1348,41,PROD548,Germany,9/27/2021,8/19/2023,0,cancelled,9/21/2023,26.33,1,11,Sports,Laptop,Electronics,Male
ORD19041,CUST7041,51,PROD544,Germany,3/25/2020,7/12/2025,0,active,1/21/2022,550.52,8,36,Electronics,Moisturizer,Beauty,Male
ORD19657,CUST7657,54,PROD505,Canada,9/12/2020,5/30/2025,1,active,8/8/2023,105.46,3,22,Electronics,Smartwatch,Electronics,Male
ORD6734,CUST2734,41,PROD1934,India,12/12/2022,6/24/2023,1,active,9/24/2024,317.36,5,19,Clothing,Lamp,Home,Female
ORD6486,CUST2486,59,PROD1686,Canada,1/5/2023,2/10/2025,4,active,12/16/2023,407.74,4,49,Clothing,Conditioner,Beauty,Female
ORD19063,CUST7063,47,PROD520,Germany,12/28/2020,6/5/2025,0,active,9/18/2021,225.85,5,44,Beauty,Football,Sports,Female
ORD21801,CUST9801,29,PROD540,Germany,9/13/2019,9/13/2024,1,paused,2/23/2022,47.88,3,9,Clothing,Perfume,Beauty,Female
ORD20319,CUST8319,37,PROD540,UK,7/12/2025,4/3/2025,0,active,7/12/2025,78.06,2,15,Home,Perfume,Beauty,Female
ORD6468,CUST2468,23,PROD1668,Pakistan,12/13/2022,9/22/2023,2,active,8/22/2023,358.17,5,8,Sports,Camera,Electronics,Female
ORD6067,CUST2067,63,PROD1267,Pakistan,3/25/2022,7/7/2025,5,cancelled,10/12/2022,845.1,2,3,Home,Hoodie,Clothing,Female
ORD6302,CUST2302,49,PROD1502,India,10/8/2020,11/19/2022,3,active,7/3/2024,221.45,6,29,Home,Bluetooth Speaker,Electronics,Male
ORD21445,CUST9445,44,PROD520,Germany,6/10/2020,10/2/2024,3,cancelled,6/13/2024,25.87,1,18,Electronics,Football,Sports,Female
ORD6645,CUST2645,55,PROD1845,India,8/4/2022,6/11/2024,2,cancelled,5/16/2023,173.84,5,46,Home,Laptop,Electronics,Female
ORD6650,CUST2650,36,PROD1850,UK,4/1/2023,10/12/2024,0,paused,8/10/2024,1885.06,1,33,Electronics,Camera,Electronics,Female
ORD20212,CUST8212,55,PROD544,India,12/13/2024,8/4/2025,1,active,1/7/2025,244.34,2,7,Sports,Moisturizer,Beauty,Female
ORD21359,CUST9359,60,PROD500,India,10/4/2022,6/7/2024,4,cancelled,10/9/2022,71.29,2,15,Home,Smartphone,Electronics,Female
ORD5186,CUST1186,62,PROD386,Canada,8/8/2021,7/12/2025,5,active,10/14/2022,200.21,4,10,Beauty,Jacket,Clothing,Female
ORD5326,CUST1326,19,PROD526,UK,10/11/2021,10/26/2024,2,active,9/3/2024,231.25,6,39,Electronics,Tennis Racket,Sports,Female
ORD20276,CUST8276,27,PROD536,India,6/29/2025,3/28/2025,0,active,6/29/2025,196.57,4,15,Home,Microwave,Home,Male
ORD19902,CUST7902,34,PROD526,Canada,4/25/2019,5/25/2025,0,active,5/6/2019,259.06,2,34,Beauty,Tennis Racket,Sports,Other
ORD19062,CUST7062,40,PROD504,India,4/12/2020,6/15/2025,0,active,12/6/2023,296.67,8,34,Home,Camera,Electronics,Male
ORD6389,CUST2389,39,PROD1589,Germany,5/22/2021,1/3/2024,3,cancelled,2/17/2023,423.54,3,12,Beauty,Conditioner,Beauty,Male
ORD6680,CUST2680,69,PROD1880,Pakistan,2/12/2022,4/9/2022,0,active,10/16/2023,118.64,8,1,Clothing,Headphones,Electronics,Female
ORD20171,CUST8171,66,PROD503,Pakistan,8/29/2024,5/29/2025,0,active,1/17/2025,148.08,1,17,Home,Headphones,Electronics,Female
ORD6695,CUST2695,59,PROD1895,UK,2/14/2022,12/30/2024,0,active,4/8/2024,67.84,9,12,Electronics,Chair,Home,Male
ORD6352,CUST2352,62,PROD1552,Canada,12/15/2021,5/6/2025,0,active,2/15/2022,1700,1,20,Electronics,Smartphone,Electronics,Male
ORD20893,CUST8893,19,PROD506,Canada,10/8/2022,4/12/2023,5,cancelled,3/3/2023,20.46,2,11,Beauty,Monitor,Electronics,Male
ORD6696,CUST2696,60,PROD1896,UK,5/13/2023,1/16/2024,3,active,4/17/2024,488.97,1,49,Clothing,Laptop,Electronics,Male
ORD19044,CUST7044,55,PROD540,India,3/2/2023,6/14/2025,0,active,2/11/2024,219.02,4,43,Electronics,Perfume,Beauty,Female
ORD20996,CUST8996,18,PROD527,USA,3/19/2022,2/5/2024,3,cancelled,7/12/2022,16.77,3,1,Electronics,Swim Goggles,Sports,Female
ORD5170,CUST1170,65,PROD370,UK,5/9/2021,5/1/2024,5,active,2/27/2025,161.03,9,47,Electronics,Basketball,Sports,Female
ORD5110,CUST1110,23,PROD310,Canada,10/29/2022,8/21/2023,1,active,4/5/2024,353.8,3,11,Electronics,Perfume,Beauty,Female
ORD5068,CUST1068,45,PROD268,Canada,5/27/2023,9/11/2024,5,active,9/28/2024,1217.67,1,40,Home,Lipstick,Beauty,Other
ORD20666,CUST8666,34,PROD525,Germany,7/26/2020,4/10/2023,5,cancelled,1/19/2022,77.42,3,10,Beauty,Running Shoes,Sports,Female
ORD20066,CUST8066,39,PROD544,Canada,1/17/2023,4/5/2025,0,active,5/24/2023,178.98,6,22,Clothing,Moisturizer,Beauty,Female
ORD21332,CUST9332,44,PROD543,Germany,3/12/2023,1/2/2025,4,cancelled,7/7/2024,73.85,1,10,Clothing,Conditioner,Beauty,Female
ORD21452,CUST9452,34,PROD542,Canada,3/2/2021,6/8/2024,2,cancelled,1/8/2024,75.03,3,8,Home,Nail Polish,Beauty,Male
ORD20192,CUST8192,62,PROD510,Canada,2/13/2025,4/14/2025,0,active,2/15/2025,61.77,4,9,Clothing,T-Shirt,Clothing,Female
ORD21859,CUST9859,52,PROD534,Canada,4/1/2022,1/17/2025,2,paused,9/19/2024,214.19,5,15,Home,Air Purifier,Home,Female
ORD21895,CUST9895,38,PROD531,Pakistan,4/27/2019,12/19/2024,2,paused,8/13/2020,139.11,5,17,Sports,Vacuum Cleaner,Home,Female
ORD5309,CUST1309,57,PROD509,UK,9/29/2020,10/26/2024,3,active,4/29/2023,242.39,6,20,Clothing,Cricket Bat,Sports,Female
ORD6321,CUST2321,20,PROD1521,Pakistan,8/29/2021,3/29/2022,0,active,10/2/2022,500.26,2,12,Home,Sofa,Home,Male
ORD21480,CUST9480,20,PROD506,USA,4/14/2020,12/29/2024,3,cancelled,11/10/2020,113.07,3,13,Home,Monitor,Electronics,Female
ORD5673,CUST1673,48,PROD873,Pakistan,12/3/2021,7/6/2022,2,paused,5/18/2024,78.19,7,30,Clothing,Perfume,Beauty,Female
ORD20500,CUST8500,48,PROD513,Germany,3/18/2021,4/12/2025,2,active,8/29/2021,75.09,2,22,Electronics,Jacket,Clothing,Other
ORD5686,CUST1686,39,PROD886,Pakistan,1/6/2021,3/26/2021,1,paused,9/2/2024,28.48,3,15,Electronics,Blender,Home,Female
ORD19243,CUST7243,36,PROD530,Pakistan,2/13/2019,6/8/2025,0,active,4/25/2019,509.06,9,36,Clothing,Refrigerator,Home,Male
ORD6914,CUST2914,67,PROD2114,India,5/21/2023,10/14/2023,3,active,11/26/2023,183.62,6,37,Home,T-Shirt,Clothing,Female
ORD5724,CUST1724,49,PROD924,UK,2/7/2023,1/28/2025,1,active,4/7/2025,173.64,9,16,Clothing,Smartphone,Electronics,Male
ORD20751,CUST8751,30,PROD545,Pakistan,1/10/2020,4/21/2023,3,cancelled,5/25/2021,60.76,3,2,Electronics,Shampoo,Beauty,Female
ORD6638,CUST2638,42,PROD1838,Germany,11/14/2021,11/27/2024,5,active,6/3/2022,223.59,7,4,Sports,Bluetooth Speaker,Electronics,Male
ORD6716,CUST2716,36,PROD1916,India,5/18/2021,10/10/2021,2,cancelled,10/27/2024,79.27,4,48,Clothing,Sofa,Home,Female
ORD21355,CUST9355,66,PROD504,India,5/8/2023,10/24/2024,4,cancelled,5/25/2024,47.49,4,7,Beauty,Camera,Electronics,Male
ORD20036,CUST8036,46,PROD523,UK,6/8/2020,7/2/2025,0,active,12/30/2024,213.02,6,38,Home,Cricket Bat,Sports,Other
ORD5346,CUST1346,37,PROD546,Germany,10/14/2021,12/5/2022,2,active,12/23/2024,224.15,1,7,Home,Lip Balm,Beauty,Female
ORD19975,CUST7975,40,PROD524,UK,2/20/2019,8/7/2025,2,active,9/9/2019,213.69,6,41,Sports,Cycling Helmet,Sports,Male
ORD20917,CUST8917,55,PROD544,Germany,4/24/2020,1/11/2024,5,cancelled,7/9/2021,50.19,3,1,Electronics,Moisturizer,Beauty,Female
ORD20773,CUST8773,32,PROD512,Canada,9/16/2019,6/28/2023,5,cancelled,2/12/2022,13.15,1,11,Electronics,Dress,Clothing,Male
